longitude,latitude,Band_1,Band_2,Band_3,Band_4,Band_5,Band_6,Band_7
74.83652778,12.84819444,8065,-28672,8010,8138,5463,1801,865
74.83652781,12.84763892,8179,-28672,8149,8271,5526,1854,898
74.83708333,12.84763889,8065,-28672,8010,8138,5463,1801,865
74.83708336,12.84736114,8179,-28672,8149,8271,5526,1854,898
74.83736111,12.84736111,8179,-28672,8149,8271,5526,1854,898
74.83736114,12.84708336,8179,-28672,8149,8271,5526,1854,898
74.83763889,12.84708333,8248,-28672,8130,8272,5618,-28672,936
74.83763892,12.84652781,8248,-28672,8130,8272,5618,-28672,936
74.83819444,12.84652778,8248,-28672,8130,8272,5618,-28672,936
74.83819447,12.84625003,8248,-28672,8130,8272,5618,-28672,936
74.83875,12.84625,8248,-28672,8130,8272,5618,-28672,936
74.83875003,12.84597225,8248,-28672,8130,8272,5618,-28672,936
74.83902778,12.84597222,8248,-28672,8130,8272,5618,-28672,936
74.83902781,12.84569447,8248,-28672,8130,8272,5618,-28672,936
74.83930556,12.84569444,8248,-28672,8130,8272,5618,-28672,936
74.83930558,12.84541669,8248,-28672,8130,8272,5618,-28672,936
74.83958333,12.84541667,8248,-28672,8130,8272,5618,-28672,936
74.83958336,12.84513892,8248,-28672,8130,8272,5618,-28672,936
74.83986111,12.84513889,8248,-28672,8130,8272,5618,-28672,936
74.83986114,12.84486114,8248,-28672,8130,8272,5618,-28672,936
74.84013889,12.84486111,8248,-28672,8130,8272,5618,-28672,936
74.84013892,12.84458336,8248,-28672,8130,8272,5618,-28672,936
74.84041667,12.84458333,8248,-28672,8130,8272,5618,-28672,936
74.84041669,12.84402781,8248,-28672,8130,8272,5618,-28672,936
74.84069444,12.84402778,8248,-28672,8130,8272,5618,-28672,936
74.84069447,12.84375003,8248,-28672,8130,8272,5618,-28672,936
74.84125,12.84375,8248,-28672,8130,8272,5618,-28672,936
74.84125003,12.84347225,8250,7988,8176,8289,5433,1822,914
74.84152778,12.84347222,8250,7988,8176,8289,5433,1822,914
74.84152781,12.84319447,8250,7988,8176,8289,5433,1822,914
74.84180556,12.84319444,8250,7988,8176,8289,5433,1822,914
74.84180558,12.84291669,8250,7988,8176,8289,5433,1822,914
74.84291667,12.84291667,8250,7988,8176,8289,5433,1822,914
74.84291669,12.84236114,8250,7988,8176,8289,5433,1822,914
74.84430556,12.84236111,8250,7988,8176,8289,5433,1822,914
74.84430558,12.84180558,8250,7988,8176,8289,5433,1822,914
74.84513889,12.84180556,8028,7751,7993,8064,5295,1903,977
74.84513892,12.84152781,8028,7751,7993,8064,5295,1903,977
74.84569444,12.84152778,8028,7751,7993,8064,5295,1903,977
74.84569447,12.84125003,8028,7751,7993,8064,5295,1903,977
74.84708333,12.84125,8028,7751,7993,8064,5295,1903,977
74.84708336,12.84097225,8028,7751,7993,8064,5295,1903,977
74.84763889,12.84097222,8028,7751,7993,8064,5295,1903,977
74.84763892,12.84069447,8028,7751,7993,8064,5295,1903,977
74.84930556,12.84069444,8028,7751,7993,8064,5295,1903,977
74.84930558,12.84041669,8028,7751,7993,8064,5295,1903,977
74.84986108,12.84041669,8028,7751,7993,8064,5295,1903,977
74.84986111,12.84069444,8028,7751,7993,8064,5295,1903,977
74.85013886,12.84069447,8028,7751,7993,8064,5295,1903,977
74.85013889,12.84097222,8028,7751,7993,8064,5295,1903,977
74.85041664,12.84097225,8028,7751,7993,8064,5295,1903,977
74.85041667,12.84125,8028,7751,7993,8064,5295,1903,977
74.85069442,12.84125003,8028,7751,7993,8064,5295,1903,977
74.85069444,12.84152778,8028,7751,7993,8064,5295,1903,977
74.85124997,12.84152781,8028,7751,7993,8064,5295,1903,977
74.85125,12.84180556,8028,7751,7993,8064,5295,1903,977
74.85152778,12.84180556,8028,7751,7993,8064,5295,1903,977
74.85152781,12.84152781,8028,7751,7993,8064,5295,1903,977
74.85180553,12.84152781,8028,7751,7993,8064,5295,1903,977
74.85180556,12.84180556,8028,7751,7993,8064,5295,1903,977
74.85236108,12.84180558,8028,7751,7993,8064,5295,1903,977
74.85236111,12.84208333,8028,7751,7993,8064,5295,1903,977
74.85319442,12.84208336,8028,7751,7993,8064,5295,1903,977
74.85319444,12.84236111,8028,7751,7993,8064,5295,1903,977
74.85791667,12.84236111,7088,6888,7089,7130,4661,-28672,927
74.85791669,12.84208336,7088,6888,7089,7130,4661,-28672,927
74.85930556,12.84208333,7088,6888,7089,7130,4661,-28672,927
74.85930558,12.84180558,7088,6888,7089,7130,4661,-28672,927
74.86013856,12.84180556,7088,6888,7089,7130,4661,-28672,927
74.86013889,12.84180556,7088,6888,7089,7130,4661,-28672,927
74.86041667,12.84180556,7088,6888,7089,7130,4661,-28672,927
74.86041669,12.84152781,7088,6888,7089,7130,4661,-28672,927
74.86097219,12.84152781,7088,6888,7089,7130,4661,-28672,927
74.86097222,12.84180556,7088,6888,7089,7130,4661,-28672,927
74.86125,12.84180556,7088,6888,7089,7130,4661,-28672,927
74.86125003,12.84152781,7088,6888,7089,7130,4661,-28672,927
74.86291664,12.84152781,7088,6888,7089,7130,4661,-28672,927
74.86291667,12.84180556,7088,6888,7089,7130,4661,-28672,927
74.86347219,12.84180558,7088,6888,7089,7130,4661,-28672,927
74.86347222,12.84208333,7088,6888,7089,7130,4661,-28672,927
74.86402775,12.84208336,7088,6888,7089,7130,4661,-28672,927
74.86402778,12.84236111,7088,6888,7089,7130,4661,-28672,927
74.86430553,12.84236114,7088,6888,7089,7130,4661,-28672,927
74.86430556,12.84263889,7088,6888,7089,7130,4661,-28672,927
74.86486108,12.84263892,7088,6888,7089,7130,4661,-28672,927
74.86486111,12.84291667,7088,6888,7089,7130,4661,-28672,927
74.86763886,12.84291669,6970,6788,6994,7026,4880,-28672,1163
74.86763889,12.84319444,6970,6788,6994,7026,4880,-28672,1163
74.86874997,12.84319447,6970,6788,6994,7026,4880,-28672,1163
74.86875,12.84347222,6970,6788,6994,7026,4880,-28672,1163
74.86958331,12.84347225,6970,6788,6994,7026,4880,-28672,1163
74.86958333,12.84375,7175,6967,7171,7205,5140,-28672,1346
74.86986108,12.84375003,7175,6967,7171,7205,5140,-28672,1346
74.86986111,12.84402778,7175,6967,7171,7205,5140,-28672,1346
74.87013886,12.84402781,7175,6967,7171,7205,5140,-28672,1346
74.87013889,12.84458333,7175,6967,7171,7205,5140,-28672,1346
74.87041664,12.84458336,7175,6967,7171,7205,5140,-28672,1346
74.87041667,12.84513889,7175,6967,7171,7205,5140,-28672,1346
74.87097219,12.84513892,7175,6967,7171,7205,5140,-28672,1346
74.87097222,12.84541667,7175,6967,7171,7205,5140,-28672,1346
74.87208331,12.84541669,7185,6987,7209,7217,5386,2522,1481
74.87208333,12.84569444,7185,6987,7209,7217,5386,2522,1481
74.87402775,12.84569447,7185,6987,7209,7217,5386,2522,1481
74.87402778,12.84597222,7185,6987,7209,7217,5386,2522,1481
74.87513886,12.84597225,7185,6987,7209,7217,5386,2522,1481
74.87513889,12.84625,7185,6987,7209,7217,5386,2522,1481
74.87680553,12.84625003,7205,7011,7260,7258,5769,3065,1884
74.87680556,12.84652778,7205,7011,7260,7258,5769,3065,1884
74.87819442,12.84652781,7205,7011,7260,7258,5769,3065,1884
74.87819444,12.84680556,7205,7011,7260,7258,5769,3065,1884
74.87958331,12.84680558,7205,7011,7260,7258,5769,3065,1884
74.87958333,12.84708333,7205,7011,7260,7258,5769,3065,1884
74.88097219,12.84708336,7205,7011,7260,7258,5769,3065,1884
74.88097222,12.84736111,7205,7011,7260,7258,5769,3065,1884
74.88125,12.84736111,7205,7011,7260,7258,5769,3065,1884
74.88125003,12.84708336,7205,7011,7260,7258,5769,3065,1884
74.88152775,12.84708336,7205,7011,7260,7258,5769,3065,1884
74.88152778,12.84736111,7205,7011,7260,7258,5769,3065,1884
74.88208331,12.84736114,7205,7011,7260,7258,5769,3065,1884
74.88208333,12.84763889,7205,7011,7260,7258,5769,3065,1884
74.88263886,12.84763892,7205,7011,7260,7258,5769,3065,1884
74.88263889,12.84791667,7205,7011,7260,7258,5769,3065,1884
74.88513886,12.84791669,7405,7170,7428,7460,5813,-28672,1956
74.88513889,12.84819444,7405,7170,7428,7460,5813,-28672,1956
74.88569442,12.84819447,7206,7000,7249,7275,5433,-28672,1656
74.88569444,12.84847222,7405,7170,7428,7460,5813,-28672,1956
74.88680553,12.84847225,7405,7170,7428,7460,5813,-28672,1956
74.88680556,12.84875,7405,7170,7428,7460,5813,-28672,1956
74.88708333,12.84875,7405,7170,7428,7460,5813,-28672,1956
74.88708336,12.84847225,7405,7170,7428,7460,5813,-28672,1956
74.88736108,12.84847225,7405,7170,7428,7460,5813,-28672,1956
74.88736111,12.84875,7405,7170,7428,7460,5813,-28672,1956
74.88763889,12.84875,7405,7170,7428,7460,5813,-28672,1956
74.88763892,12.84847225,7405,7170,7428,7460,5813,-28672,1956
74.88791664,12.84847225,7405,7170,7428,7460,5813,-28672,1956
74.88791667,12.84875,7405,7170,7428,7460,5813,-28672,1956
74.88847219,12.84875003,7405,7170,7428,7460,5813,-28672,1956
74.88847222,12.84902778,7405,7170,7428,7460,5813,-28672,1956
74.88902775,12.84902781,7405,7170,7428,7460,5813,-28672,1956
74.88902778,12.84930556,7405,7170,7428,7460,5813,-28672,1956
74.88930553,12.84930558,7405,7170,7428,7460,5813,-28672,1956
74.88930556,12.84958333,7405,7170,7428,7460,5813,-28672,1956
74.88958331,12.84958336,7405,7170,7428,7460,5813,-28672,1956
74.88958333,12.84986111,7405,7170,7428,7460,5813,-28672,1956
74.88986108,12.84986114,7405,7170,7428,7460,5813,-28672,1956
74.88986111,12.85013889,7405,7170,7428,7460,5813,-28672,1956
74.89013886,12.85013892,7405,7170,7428,7460,5813,-28672,1956
74.89013889,12.85069444,7405,7170,7428,7460,5813,-28672,1956
74.89069442,12.85069447,7519,7269,7490,7517,5212,-28672,1372
74.89069444,12.85097222,7519,7269,7490,7517,5212,-28672,1372
74.89124997,12.85097225,7519,7269,7490,7517,5212,-28672,1372
74.89125,12.85125,7519,7269,7490,7517,5212,-28672,1372
74.89180553,12.85125003,7519,7269,7490,7517,5212,-28672,1372
74.89180556,12.85152778,7519,7269,7490,7517,5212,-28672,1372
74.89236108,12.85152781,7519,7269,7490,7517,5212,-28672,1372
74.89236111,12.85180556,7519,7269,7490,7517,5212,-28672,1372
74.89263886,12.85180558,7519,7269,7490,7517,5212,-28672,1372
74.89263889,12.85208333,7519,7269,7490,7517,5212,-28672,1372
74.89291664,12.85208336,7519,7269,7490,7517,5212,-28672,1372
74.89291667,12.85263889,7782,7422,7780,7813,5676,2789,1724
74.89319442,12.85263892,7782,7422,7780,7813,5676,2789,1724
74.89319444,12.85291667,7782,7422,7780,7813,5676,2789,1724
74.89347219,12.85291669,7782,7422,7780,7813,5676,2789,1724
74.89347222,12.85347222,7782,7422,7780,7813,5676,2789,1724
74.89402775,12.85347225,7782,7422,7780,7813,5676,2789,1724
74.89402778,12.85375,7782,7422,7780,7813,5676,2789,1724
74.89430553,12.85375003,7782,7422,7780,7813,5676,2789,1724
74.89430556,12.85402778,7782,7422,7780,7813,5676,2789,1724
74.89458331,12.85402781,7782,7422,7780,7813,5676,2789,1724
74.89458333,12.85430556,7782,7422,7780,7813,5676,2789,1724
74.89513886,12.85430558,7782,7422,7780,7813,5676,2789,1724
74.89513889,12.85458333,7782,7422,7780,7813,5676,2789,1724
74.89541664,12.85458336,7782,7422,7780,7813,5676,2789,1724
74.89541667,12.85513889,7782,7422,7780,7813,5676,2789,1724
74.89569442,12.85513892,7782,7422,7780,7813,5676,2789,1724
74.89569444,12.85541667,7782,7422,7780,7813,5676,2789,1724
74.89624997,12.85541669,7782,7422,7780,7813,5676,2789,1724
74.89625,12.85597222,7782,7422,7780,7813,5676,2789,1724
74.89652775,12.85597225,7782,7422,7780,7813,5676,2789,1724
74.89652778,12.85625,7782,7422,7780,7813,5676,2789,1724
74.89680553,12.85625003,7782,7422,7780,7813,5676,2789,1724
74.89680556,12.85652778,7782,7422,7780,7813,5676,2789,1724
74.89708331,12.85652781,7782,7422,7780,7813,5676,2789,1724
74.89708333,12.85680556,7419,7180,7434,7451,5066,1979,1251
74.89736108,12.85680558,7419,7180,7434,7451,5066,1979,1251
74.89736111,12.85708333,7419,7180,7434,7451,5066,1979,1251
74.89763886,12.85708336,7419,7180,7434,7451,5066,1979,1251
74.89763889,12.85763889,7419,7180,7434,7451,5066,1979,1251
74.89819442,12.85763892,7419,7180,7434,7451,5066,1979,1251
74.89819444,12.85819444,7419,7180,7434,7451,5066,1979,1251
74.89847219,12.85819447,7419,7180,7434,7451,5066,1979,1251
74.89847222,12.85847222,7419,7180,7434,7451,5066,1979,1251
74.89874997,12.85847225,7419,7180,7434,7451,5066,1979,1251
74.89875,12.85875,7419,7180,7434,7451,5066,1979,1251
74.89930553,12.85875003,7419,7180,7434,7451,5066,1979,1251
74.89930556,12.85902778,7419,7180,7434,7451,5066,1979,1251
74.89986108,12.85902781,7419,7180,7434,7451,5066,1979,1251
74.89986111,12.85930556,7419,7180,7434,7451,5066,1979,1251
74.90041664,12.85930558,7419,7180,7434,7451,5066,1979,1251
74.90041667,12.85986111,7419,7180,7434,7451,5066,1979,1251
74.90124997,12.85986114,7419,7180,7434,7451,5066,1979,1251
74.90125,12.86013889,7284,7063,7325,7343,5374,-28672,1442
74.90152775,12.86013892,7419,7180,7434,7451,5066,1979,1251
74.90152778,12.86041667,7284,7063,7325,7343,5374,-28672,1442
74.90180553,12.86041669,7284,7063,7325,7343,5374,-28672,1442
74.90180556,12.86069444,7284,7063,7325,7343,5374,-28672,1442
74.90208331,12.86069447,7284,7063,7325,7343,5374,-28672,1442
74.90208333,12.86097222,7284,7063,7325,7343,5374,-28672,1442
74.90236108,12.86097225,7284,7063,7325,7343,5374,-28672,1442
74.90236111,12.86152778,7284,7063,7325,7343,5374,-28672,1442
74.90291664,12.86152781,7230,6999,7269,7275,5625,-28672,1772
74.90291667,12.86180556,7230,6999,7269,7275,5625,-28672,1772
74.90319442,12.86180558,7230,6999,7269,7275,5625,-28672,1772
74.90319444,12.86236111,7230,6999,7269,7275,5625,-28672,1772
74.90374997,12.86236114,7230,6999,7269,7275,5625,-28672,1772
74.90375,12.86263889,7230,6999,7269,7275,5625,-28672,1772
74.90402775,12.86263892,7230,6999,7269,7275,5625,-28672,1772
74.90402778,12.86319444,7230,6999,7269,7275,5625,-28672,1772
74.90458331,12.86319447,7230,6999,7269,7275,5625,-28672,1772
74.90458333,12.86347222,7230,6999,7269,7275,5625,-28672,1772
74.90513886,12.86347225,7230,6999,7269,7275,5625,-28672,1772
74.90513889,12.86375,7230,6999,7269,7275,5625,-28672,1772
74.90541664,12.86375003,7230,6999,7269,7275,5625,-28672,1772
74.90541667,12.86402778,7230,6999,7269,7275,5625,-28672,1772
74.90652775,12.86402781,7230,6999,7269,7275,5625,-28672,1772
74.90652778,12.86430556,7750,7275,7677,7647,5962,3153,1957
74.90680553,12.86430558,7750,7275,7677,7647,5962,3153,1957
74.90680556,12.86458333,7750,7275,7677,7647,5962,3153,1957
74.90708331,12.86458336,7750,7275,7677,7647,5962,3153,1957
74.90708333,12.86486111,7750,7275,7677,7647,5962,3153,1957
74.90874997,12.86486114,7750,7275,7677,7647,5962,3153,1957
74.90875,12.86513889,7750,7275,7677,7647,5962,3153,1957
74.91236111,12.86513889,6967,6753,7101,7098,6072,-28672,1981
74.91236114,12.86486114,7213,6991,7291,7256,5691,-28672,1841
74.91347222,12.86486111,6967,6753,7101,7098,6072,-28672,1981
74.91347225,12.86458336,7213,6991,7291,7256,5691,-28672,1841
74.91486111,12.86458333,6967,6753,7101,7098,6072,-28672,1981
74.91486114,12.86430558,6967,6753,7101,7098,6072,-28672,1981
74.91513889,12.86430556,6967,6753,7101,7098,6072,-28672,1981
74.91513892,12.86402781,7213,6991,7291,7256,5691,-28672,1841
74.91569444,12.86402778,7104,6758,7340,7343,6350,-28672,2028
74.91569447,12.86375003,7104,6758,7340,7343,6350,-28672,2028
74.91625,12.86375,7104,6758,7340,7343,6350,-28672,2028
74.91625003,12.86347225,7104,6758,7340,7343,6350,-28672,2028
74.91791667,12.86347222,7104,6758,7340,7343,6350,-28672,2028
74.91791669,12.86319447,7104,6758,7340,7343,6350,-28672,2028
74.91819442,12.86319447,7104,6758,7340,7343,6350,-28672,2028
74.91819444,12.86347222,7104,6758,7340,7343,6350,-28672,2028
74.91902778,12.86347222,7104,6758,7340,7343,6350,-28672,2028
74.91902781,12.86319447,7104,6758,7340,7343,6350,-28672,2028
74.92013889,12.86319444,8116,7454,7962,8030,5942,3054,1803
74.92013892,12.86291669,8116,7454,7962,8030,5942,3054,1803
74.92069444,12.86291667,8116,7454,7962,8030,5942,3054,1803
74.92069447,12.86263892,8116,7454,7962,8030,5942,3054,1803
74.92180553,12.86263892,8116,7454,7962,8030,5942,3054,1803
74.92180556,12.86291667,8116,7454,7962,8030,5942,3054,1803
74.92208333,12.86291667,8116,7454,7962,8030,5942,3054,1803
74.92208336,12.86263892,8116,7454,7962,8030,5942,3054,1803
74.92402778,12.86263889,8216,7107,8368,8469,6753,-28672,2119
74.92402781,12.86236114,8216,7107,8368,8469,6753,-28672,2119
74.92430556,12.86236111,8216,7107,8368,8469,6753,-28672,2119
74.92430558,12.86208336,8216,7107,8368,8469,6753,-28672,2119
74.92458333,12.86208333,8216,7107,8368,8469,6753,-28672,2119
74.92458336,12.86152781,8216,7107,8368,8469,6753,-28672,2119
74.92513889,12.86152778,8216,7107,8368,8469,6753,-28672,2119
74.92513892,12.86097225,8216,7107,8368,8469,6753,-28672,2119
74.92569444,12.86097222,8216,7107,8368,8469,6753,-28672,2119
74.92569447,12.86069447,8216,7107,8368,8469,6753,-28672,2119
74.92597222,12.86069444,8216,7107,8368,8469,6753,-28672,2119
74.92597225,12.86041669,8216,7107,8368,8469,6753,-28672,2119
74.92680556,12.86041667,8216,7107,8368,8469,6753,-28672,2119
74.92680558,12.86013892,8216,7107,8368,8469,6753,-28672,2119
74.92763889,12.86013889,8050,7339,7868,7896,5785,2880,1696
74.92763892,12.85986114,8050,7339,7868,7896,5785,2880,1696
74.92791667,12.85986111,8050,7339,7868,7896,5785,2880,1696
74.92791669,12.85958336,8050,7339,7868,7896,5785,2880,1696
74.92986111,12.85958333,8050,7339,7868,7896,5785,2880,1696
74.92986114,12.85930558,8050,7339,7868,7896,5785,2880,1696
74.93097222,12.85930556,8050,7339,7868,7896,5785,2880,1696
74.93097225,12.85902781,8050,7339,7868,7896,5785,2880,1696
74.93208333,12.85902778,7504,7161,7459,7432,5669,2998,1825
74.93208336,12.85875003,7504,7161,7459,7432,5669,2998,1825
74.93597219,12.85875003,7259,7053,7309,7324,5071,-28672,1276
74.93597222,12.85902778,7259,7053,7309,7324,5071,-28672,1276
74.93791664,12.85902781,7259,7053,7309,7324,5071,-28672,1276
74.93791667,12.86097222,7248,7018,7247,7251,5335,2425,1528
74.93819442,12.86097225,7248,7018,7247,7251,5335,2425,1528
74.93819444,12.86347222,7248,7018,7247,7251,5335,2425,1528
74.93847219,12.86347225,7248,7018,7247,7251,5335,2425,1528
74.93847222,12.86375,7248,7018,7247,7251,5335,2425,1528
74.93874997,12.86375003,7248,7018,7247,7251,5335,2425,1528
74.93875,12.86430556,7248,7018,7247,7251,5335,2425,1528
74.93902775,12.86430558,7248,7018,7247,7251,5335,2425,1528
74.93902778,12.86458333,7248,7018,7247,7251,5335,2425,1528
74.93930553,12.86458336,7248,7018,7247,7251,5335,2425,1528
74.93930556,12.86486111,8137,7398,7988,8016,6251,-28672,2108
74.93958331,12.86486114,8137,7398,7988,8016,6251,-28672,2108
74.93958333,12.86513889,8137,7398,7988,8016,6251,-28672,2108
74.93986108,12.86513892,8137,7398,7988,8016,6251,-28672,2108
74.93986111,12.86541667,8137,7398,7988,8016,6251,-28672,2108
74.94013886,12.86541669,8137,7398,7988,8016,6251,-28672,2108
74.94013889,12.86597222,8137,7398,7988,8016,6251,-28672,2108
74.94041664,12.86597225,8137,7398,7988,8016,6251,-28672,2108
74.94041667,12.86625,8137,7398,7988,8016,6251,-28672,2108
74.94069442,12.86625003,8137,7398,7988,8016,6251,-28672,2108
74.94069444,12.86652778,8137,7398,7988,8016,6251,-28672,2108
74.94097219,12.86652781,8137,7398,7988,8016,6251,-28672,2108
74.94097222,12.86708333,8137,7398,7988,8016,6251,-28672,2108
74.94124997,12.86708336,8137,7398,7988,8016,6251,-28672,2108
74.94125,12.86763889,8137,7398,7988,8016,6251,-28672,2108
74.94263886,12.86763892,7873,7379,7783,7791,6064,-28672,1971
74.94263886,12.86791664,7873,7379,7783,7791,6064,-28672,1971
74.94236111,12.86791667,7873,7379,7783,7791,6064,-28672,1971
74.94236111,12.86819444,7873,7379,7783,7791,6064,-28672,1971
74.94430553,12.86819447,7873,7379,7783,7791,6064,-28672,1971
74.94430556,12.86847222,7873,7379,7783,7791,6064,-28672,1971
74.94486108,12.86847225,7873,7379,7783,7791,6064,-28672,1971
74.94486111,12.86902778,7976,7354,7868,7911,6204,-28672,2076
74.94513886,12.86902781,7976,7354,7868,7911,6204,-28672,2076
74.94513889,12.86930556,7976,7354,7868,7911,6204,-28672,2076
74.94541664,12.86930558,7976,7354,7868,7911,6204,-28672,2076
74.94541667,12.86958333,7976,7354,7868,7911,6204,-28672,2076
74.94569442,12.86958336,7976,7354,7868,7911,6204,-28672,2076
74.94569444,12.86986111,7976,7354,7868,7911,6204,-28672,2076
74.94597219,12.86986114,7976,7354,7868,7911,6204,-28672,2076
74.94597222,12.87041667,7976,7354,7868,7911,6204,-28672,2076
74.94624997,12.87041669,7976,7354,7868,7911,6204,-28672,2076
74.94625,12.87069444,7976,7354,7868,7911,6204,-28672,2076
74.94708331,12.87069447,7976,7354,7868,7911,6204,-28672,2076
74.94708333,12.87097222,7976,7354,7868,7911,6204,-28672,2076
74.94763886,12.87097225,7976,7354,7868,7911,6204,-28672,2076
74.94763889,12.87125,7976,7354,7868,7911,6204,-28672,2076
74.94791664,12.87125003,7635,7220,7620,7644,5784,-28672,1842
74.94791667,12.87152778,7635,7220,7620,7644,5784,-28672,1842
74.95680553,12.87152781,7682,7254,7709,7786,5746,-28672,1326
74.95680556,12.87180556,7682,7254,7709,7786,5746,-28672,1326
74.95736111,12.87180556,7682,7254,7709,7786,5746,-28672,1326
74.95736114,12.87152781,7682,7254,7709,7786,5746,-28672,1326
74.95791667,12.87152778,7682,7254,7709,7786,5746,-28672,1326
74.95791669,12.87125003,7682,7254,7709,7786,5746,-28672,1326
74.95847222,12.87125,7682,7254,7709,7786,5746,-28672,1326
74.95847225,12.87097225,7682,7254,7709,7786,5746,-28672,1326
74.95875,12.87097222,7682,7254,7709,7786,5746,-28672,1326
74.95875003,12.87069447,7682,7254,7709,7786,5746,-28672,1326
74.95902778,12.87069444,7682,7254,7709,7786,5746,-28672,1326
74.95902781,12.87041669,7682,7254,7709,7786,5746,-28672,1326
74.95930556,12.87041667,7682,7254,7709,7786,5746,-28672,1326
74.95930558,12.86986114,7682,7254,7709,7786,5746,-28672,1326
74.95958333,12.86986111,7682,7254,7709,7786,5746,-28672,1326
74.95958336,12.86902781,7682,7254,7709,7786,5746,-28672,1326
74.95986111,12.86902778,7682,7254,7709,7786,5746,-28672,1326
74.95986114,12.86791669,7792,7156,7830,7930,5795,2037,1234
74.96013889,12.86791667,7792,7156,7830,7930,5795,2037,1234
74.96013892,12.86708336,7792,7156,7830,7930,5795,2037,1234
74.96041667,12.86708333,7792,7156,7830,7930,5795,2037,1234
74.96041669,12.86625003,7792,7156,7830,7930,5795,2037,1234
74.96069444,12.86625,7792,7156,7830,7930,5795,2037,1234
74.96069447,12.86486114,7792,7156,7830,7930,5795,2037,1234
74.96097222,12.86486111,7792,7156,7830,7930,5795,2037,1234
74.96097225,12.86319447,8075,7096,8109,8208,5745,2092,1139
74.96125,12.86319444,8075,7096,8109,8208,5745,2092,1139
74.96125003,12.86152781,8075,7096,8109,8208,5745,2092,1139
74.96152778,12.86152778,8075,7096,8109,8208,5745,2092,1139
74.96152781,12.85986114,8235,7364,8279,8378,5745,2092,1139
74.96180556,12.85986111,8235,7364,8279,8378,5745,2092,1139
74.96180558,12.85902781,8235,7364,8279,8378,5745,2092,1139
74.96208333,12.85902778,8235,7364,8279,8378,5745,2092,1139
74.96208336,12.85875003,8235,7364,8279,8378,5745,2092,1139
74.96236111,12.85875,8235,7364,8279,8378,5745,2092,1139
74.96236114,12.85847225,8235,7364,8279,8378,5745,2092,1139
74.96263889,12.85847222,8235,7364,8279,8378,5745,2092,1139
74.96263892,12.85819447,8235,7364,8279,8378,5745,2092,1139
74.96291667,12.85819444,8235,7364,8279,8378,5745,2092,1139
74.96291669,12.85791669,8235,7364,8279,8378,5745,2092,1139
74.96319444,12.85791667,8235,7364,8279,8378,5745,2092,1139
74.96319447,12.85763892,8235,7364,8279,8378,5745,2092,1139
74.96375,12.85763889,8235,7364,8279,8378,5745,2092,1139
74.96375003,12.85736114,8235,7364,8279,8378,5745,2092,1139
74.96402778,12.85736111,8235,7364,8279,8378,5745,2092,1139
74.96402781,12.85708336,8235,7364,8279,8378,5745,2092,1139
74.96430556,12.85708333,8235,7364,8279,8378,5745,2092,1139
74.96430558,12.85680558,8235,7364,8279,8378,5745,2092,1139
74.96458333,12.85680556,8235,7364,8279,8378,5745,2092,1139
74.96458336,12.85652781,8235,7364,8279,8378,5745,2092,1139
74.96486111,12.85652778,8235,7364,8279,8378,5745,2092,1139
74.96486114,12.85625003,8168,-28672,8087,8177,5694,-28672,1099
74.96513889,12.85625,8168,-28672,8087,8177,5694,-28672,1099
74.96513892,12.85597225,8168,-28672,8087,8177,5694,-28672,1099
74.96624997,12.85597225,8168,-28672,8087,8177,5694,-28672,1099
74.96625,12.85625,8168,-28672,8087,8177,5694,-28672,1099
74.96680553,12.85625003,8168,-28672,8087,8177,5694,-28672,1099
74.96680556,12.85652778,8235,7364,8279,8378,5745,2092,1139
74.96708331,12.85652781,8235,7364,8279,8378,5745,2092,1139
74.96708333,12.85680556,8235,7364,8279,8378,5745,2092,1139
74.96763886,12.85680558,8235,7364,8279,8378,5745,2092,1139
74.96763889,12.85708333,8235,7364,8279,8378,5745,2092,1139
74.96819442,12.85708336,8235,7364,8279,8378,5745,2092,1139
74.96819444,12.85736111,8235,7364,8279,8378,5745,2092,1139
74.96874997,12.85736114,8235,7364,8279,8378,5745,2092,1139
74.96875,12.85791667,8235,7364,8279,8378,5745,2092,1139
74.96958331,12.85791669,8238,7746,8132,8174,5303,1882,1012
74.96958333,12.85819444,8238,7746,8132,8174,5303,1882,1012
74.96986108,12.85819447,8238,7746,8132,8174,5303,1882,1012
74.96986111,12.85847222,8238,7746,8132,8174,5303,1882,1012
74.97013886,12.85847225,8238,7746,8132,8174,5303,1882,1012
74.97013889,12.85875,8238,7746,8132,8174,5303,1882,1012
74.97041664,12.85875003,8238,7746,8132,8174,5303,1882,1012
74.97041667,12.85902778,8238,7746,8132,8174,5303,1882,1012
74.97069442,12.85902781,8238,7746,8132,8174,5303,1882,1012
74.97069444,12.85930556,8238,7746,8132,8174,5303,1882,1012
74.97097219,12.85930558,8238,7746,8132,8174,5303,1882,1012
74.97097222,12.85958333,8238,7746,8132,8174,5303,1882,1012
74.97152775,12.85958336,8238,7746,8132,8174,5303,1882,1012
74.97152778,12.85986111,8238,7746,8132,8174,5303,1882,1012
74.97180553,12.85986114,8238,7746,8132,8174,5303,1882,1012
74.97180556,12.86013889,8238,7746,8132,8174,5303,1882,1012
74.97208331,12.86013892,8238,7746,8132,8174,5303,1882,1012
74.97208333,12.86041667,8238,7746,8132,8174,5303,1882,1012
74.97236108,12.86041669,8589,-28672,8446,8525,5303,1882,1012
